Vardas             Pavarde                 ND1       ND2       ND3       ND4       ND5 Egzaminas
Vardas2943             Pavarde2943          4          1          2          7          5
Vardas2944             Pavarde2944          6          1          7          4          5
Vardas2945             Pavarde2945          3          6          4          2          2
Vardas2946             Pavarde2946          8          10          4          4          4
Vardas2947             Pavarde2947          9          5          4          3          2
Vardas2948             Pavarde2948          10          3          2          9          6
Vardas2949             Pavarde2949          10          7          4          5          6
Vardas2950             Pavarde2950          4          7          6          3          7
Vardas2951             Pavarde2951          2          4          5          2          7
Vardas2952             Pavarde2952          6          9          2          5          5
Vardas2953             Pavarde2953          2          1          7          4          7
Vardas2954             Pavarde2954          3          3          7          5          8
Vardas2955             Pavarde2955          9          6          8          10          10
Vardas2956             Pavarde2956          5          9          2          1          5
Vardas2957             Pavarde2957          9          6          5          2          10
Vardas2958             Pavarde2958          7          3          5          5          6
Vardas2959             Pavarde2959          8          5          7          1          5
Vardas2960             Pavarde2960          6          3          4          4          6
Vardas2961             Pavarde2961          5          2          2          9          10
Vardas2962             Pavarde2962          3          8          1          4          7
Vardas2963             Pavarde2963          7          1          10          1          8
Vardas2964             Pavarde2964          1          10          4          2          5
Vardas2965             Pavarde2965          7          3          8          5          7
Vardas2966             Pavarde2966          10          7          6          8          5
Vardas2967             Pavarde2967          1          8          2          6          10
Vardas2968             Pavarde2968          3          3          8          6          9
Vardas2969             Pavarde2969          8          8          2          3          10
Vardas2970             Pavarde2970          9          10          4          3          2
Vardas2971             Pavarde2971          7          1          5          5          10
Vardas2972             Pavarde2972          10          1          5          1          7
Vardas2973             Pavarde2973          10          3          7          10          6
Vardas2974             Pavarde2974          9          1          2          10          6
Vardas2975             Pavarde2975          3          8          3          6          3
Vardas2976             Pavarde2976          10          4          1          3          5
Vardas2977             Pavarde2977          10          8          1          1          1
Vardas2978             Pavarde2978          4          9          2          2          10
Vardas2979             Pavarde2979          9          7          2          1          1
Vardas2980             Pavarde2980          8          6          5          8          4
Vardas2981             Pavarde2981          5          1          6          4          3
Vardas2982             Pavarde2982          3          1          10          1          1
Vardas2983             Pavarde2983          10          8          8          2          6
Vardas2984             Pavarde2984          10          10          2          6          4
Vardas2985             Pavarde2985          7          1          2          3          7
Vardas2986             Pavarde2986          6          3          3          8          9
Vardas2987             Pavarde2987          4          7          6          9          2
Vardas2988             Pavarde2988          8          7          5          7          3
Vardas2989             Pavarde2989          10          6          6          1          1
Vardas2990             Pavarde2990          10          3          2          10          5
Vardas2991             Pavarde2991          1          3          6          5          6
Vardas2992             Pavarde2992          8          10          4          8          6
Vardas2993             Pavarde2993          1          9          1          10          7
Vardas2994             Pavarde2994          3          4          8          9          1
Vardas2995             Pavarde2995          1          9          8          1          8
Vardas2996             Pavarde2996          4          1          3          4          1
Vardas2997             Pavarde2997          8          5          9          8          4
Vardas2998             Pavarde2998          10          8          8          2          6
Vardas2999             Pavarde2999          5          6          10          1          4
Vardas3000             Pavarde3000          7          6          10          8          9
Vardas3001             Pavarde3001          5          9          4          7          8
Vardas3002             Pavarde3002          4          3          6          1          5
Vardas3003             Pavarde3003          10          9          3          2          4
Vardas3004             Pavarde3004          3          5          4          5          9
Vardas3005             Pavarde3005          2          8          3          5          6
Vardas3006             Pavarde3006          1          6          7          4          1
Vardas3007             Pavarde3007          7          4          3          5          7
Vardas3008             Pavarde3008          1          5          2          2          9
Vardas3009             Pavarde3009          9          7          10          3          1
Vardas3010             Pavarde3010          2          4          6          6          3
Vardas3011             Pavarde3011          4          2          7          8          6
Vardas3012             Pavarde3012          10          3          2          7          10
Vardas3013             Pavarde3013          1          10          6          9          4
Vardas3014             Pavarde3014          6          5          5          8          5
Vardas3015             Pavarde3015          6          6          8          9          6
Vardas3016             Pavarde3016          3          3          7          3          8
Vardas3017             Pavarde3017          9          4          7          10          7
Vardas3018             Pavarde3018          1          2          10          4          9
Vardas3019             Pavarde3019          1          7          7          3          4
Vardas3020             Pavarde3020          2          6          6          7          4
Vardas3021             Pavarde3021          8          9          8          9          3
Vardas3022             Pavarde3022          6          10          9          2          8
Vardas3023             Pavarde3023          4          6          8          5          10
Vardas3024             Pavarde3024          10          2          8          2          5
Vardas3025             Pavarde3025          5          10          5          7          1
Vardas3026             Pavarde3026          8          3          6          4          8
Vardas3027             Pavarde3027          6          3          8          7          5
Vardas3028             Pavarde3028          5          2          3          5          9
Vardas3029             Pavarde3029          3          10          4          10          9
Vardas3030             Pavarde3030          2          2          1          7          1
Vardas3031             Pavarde3031          1          7          3          9          3
Vardas3032             Pavarde3032          9          5          8          1          8
Vardas3033             Pavarde3033          6          5          1          3          9
Vardas3034             Pavarde3034          2          4          7          2          4
Vardas3035             Pavarde3035          1          5          9          4          8
Vardas3036             Pavarde3036          2          2          8          5          2
Vardas3037             Pavarde3037          1          10          6          7          7
Vardas3038             Pavarde3038          7          6          4          4          9
Vardas3039             Pavarde3039          4          6          1          4          6
Vardas3040             Pavarde3040          2          10          6          8          3
Vardas3041             Pavarde3041          3          1          7          10          3
Vardas3042             Pavarde3042          6          9          6          4          2
Vardas3043             Pavarde3043          9          4          5          3          3
Vardas3044             Pavarde3044          7          9          4          4          6
Vardas3045             Pavarde3045          4          7          9          8          7
Vardas3046             Pavarde3046          10          9          9          5          2
Vardas3047             Pavarde3047          3          3          3          2          7
Vardas3048             Pavarde3048          10          5          3          8          4
Vardas3049             Pavarde3049          3          9          4          9          5
Vardas3050             Pavarde3050          5          3          4          5          3
Vardas3051             Pavarde3051          2          10          8          7          7
Vardas3052             Pavarde3052          1          10          1          10          6
Vardas3053             Pavarde3053          5          2          8          9          7
Vardas3054             Pavarde3054          2          5          6          5          9
Vardas3055             Pavarde3055          7          3          6          6          5
Vardas3056             Pavarde3056          7          3          2          9          5
Vardas3057             Pavarde3057          8          7          5          4          7
Vardas3058             Pavarde3058          3          2          5          9          1
Vardas3059             Pavarde3059          4          6          9          3          3
Vardas3060             Pavarde3060          10          1          5          2          10
Vardas3061             Pavarde3061          4          5          5          2          1
Vardas3062             Pavarde3062          1          7          5          6          1
Vardas3063             Pavarde3063          1          6          8          7          7
Vardas3064             Pavarde3064          10          2          1          7          9
Vardas3065             Pavarde3065          10          4          2          10          2
Vardas3066             Pavarde3066          1          9          10          10          5
Vardas3067             Pavarde3067          2          5          10          10          10
Vardas3068             Pavarde3068          3          5          8          9          1
Vardas3069             Pavarde3069          5          8          3          2          9
Vardas3070             Pavarde3070          10          1          8          1          5
Vardas3071             Pavarde3071          5          7          4          10          7
Vardas3072             Pavarde3072          6          4          1          10          2
Vardas3073             Pavarde3073          5          2          2          4          4
Vardas3074             Pavarde3074          6          7          9          7          8
Vardas3075             Pavarde3075          1          8          8          3          8
Vardas3076             Pavarde3076          6          5          1          10          10
Vardas3077             Pavarde3077          10          7          8          6          1
Vardas3078             Pavarde3078          4          10          9          2          5
Vardas3079             Pavarde3079          9          8          3          4          4
Vardas3080             Pavarde3080          4          9          1          6          6
Vardas3081             Pavarde3081          2          7          6          2          10
Vardas3082             Pavarde3082          9          10          9          8          8
Vardas3083             Pavarde3083          1          10          7          10          10
Vardas3084             Pavarde3084          10          4          10          7          7
Vardas3085             Pavarde3085          6          10          6          2          6
Vardas3086             Pavarde3086          9          4          5          4          10
Vardas3087             Pavarde3087          1          8          10          5          4
Vardas3088             Pavarde3088          4          8          5          10          6
Vardas3089             Pavarde3089          1          10          9          2          2
Vardas3090             Pavarde3090          4          4          7          1          10
Vardas3091             Pavarde3091          7          9          2          1          9
Vardas3092             Pavarde3092          2          7          5          5          9
Vardas3093             Pavarde3093          10          7          7          1          4
Vardas3094             Pavarde3094          9          6          2          7          9
Vardas3095             Pavarde3095          4          7          8          8          7
Vardas3096             Pavarde3096          3          2          10          9          2
Vardas3097             Pavarde3097          1          10          6          5          1
Vardas3098             Pavarde3098          5          3          1          8          3
Vardas3099             Pavarde3099          5          5          10          3          5
Vardas3100             Pavarde3100          3          9          5          3          1
Vardas3101             Pavarde3101          10          2          1          9          1
Vardas3102             Pavarde3102          8          4          8          4          6
Vardas3103             Pavarde3103          2          9          2          10          2
Vardas3104             Pavarde3104          3          2          6          3          5
Vardas3105             Pavarde3105          1          9          1          3          8
Vardas3106             Pavarde3106          9          6          1          10          7
Vardas3107             Pavarde3107          5          6          7          10          6
Vardas3108             Pavarde3108          5          9          1          6          9
Vardas3109             Pavarde3109          2          2          10          1          7
Vardas3110             Pavarde3110          8          9          7          7          10
Vardas3111             Pavarde3111          5          4          4          10          8
Vardas3112             Pavarde3112          10          8          5          9          1
Vardas3113             Pavarde3113          2          1          3          10          1
Vardas3114             Pavarde3114          6          9          10          7          4
Vardas3115             Pavarde3115          9          4          2          8          9
Vardas3116             Pavarde3116          9          10          10          8          9
Vardas3117             Pavarde3117          7          4          1          10          3
Vardas3118             Pavarde3118          3          6          1          6          5
Vardas3119             Pavarde3119          1          5          6          2          8
Vardas3120             Pavarde3120          2          4          1          1          8
Vardas3121             Pavarde3121          1          4          5          4          5
Vardas3122             Pavarde3122          3          8          2          1          6
Vardas3123             Pavarde3123          8          6          6          6          6
Vardas3124             Pavarde3124          2          8          10          1          2
Vardas3125             Pavarde3125          7          3          8          5          10
Vardas3126             Pavarde3126          3          6          6          1          3
Vardas3127             Pavarde3127          9          7          3          4          9
Vardas3128             Pavarde3128          5          4          5          7          4
Vardas3129             Pavarde3129          1          6          3          7          8
Vardas3130             Pavarde3130          9          3          7          7          2
Vardas3131             Pavarde3131          1          3          7          4          2
Vardas3132             Pavarde3132          7          3          1          2          1
Vardas3133             Pavarde3133          5          2          10          8          4
Vardas3134             Pavarde3134          4          5          8          8          10
Vardas3135             Pavarde3135          9          7          5          5          3
Vardas3136             Pavarde3136          5          7          6          2          7
Vardas3137             Pavarde3137          8          4          8          2          4
Vardas3138             Pavarde3138          1          10          10          5          7
Vardas3139             Pavarde3139          5          7          4          10          1
Vardas3140             Pavarde3140          2          5          9          1          10
Vardas3141             Pavarde3141          7          5          10          4          1
Vardas3142             Pavarde3142          8          5          3          8          2
Vardas3143             Pavarde3143          7          4          7          8          1
Vardas3144             Pavarde3144          7          7          5          2          7
Vardas3145             Pavarde3145          8          3          2          1          7
Vardas3146             Pavarde3146          2          8          2          1          5
Vardas3147             Pavarde3147          10          8          3          2          10
Vardas3148             Pavarde3148          4          4          1          3          8
Vardas3149             Pavarde3149          8          4          8          3          10
Vardas3150             Pavarde3150          2          3          3          3          3
Vardas3151             Pavarde3151          2          7          10          3          1
Vardas3152             Pavarde3152          8          7          4          7          5
Vardas3153             Pavarde3153          5          8          3          10          2
Vardas3154             Pavarde3154          4          7          5          3          10
Vardas3155             Pavarde3155          1          2          7          9          7
Vardas3156             Pavarde3156          2          3          1          10          1
Vardas3157             Pavarde3157          1          6          8          3          4
Vardas3158             Pavarde3158          2          5          6          10          7
Vardas3159             Pavarde3159          7          9          4          6          10
Vardas3160             Pavarde3160          3          8          9          9          9
Vardas3161             Pavarde3161          3          1          5          3          7
Vardas3162             Pavarde3162          5          2          4          5          5
Vardas3163             Pavarde3163          7          2          3          9          1
Vardas3164             Pavarde3164          8          3          10          3          1
Vardas3165             Pavarde3165          4          6          5          8          6
Vardas3166             Pavarde3166          9          9          2          7          7
Vardas3167             Pavarde3167          4          2          9          6          9
Vardas3168             Pavarde3168          10          9          2          8          2
Vardas3169             Pavarde3169          3          2          9          1          3
Vardas3170             Pavarde3170          1          1          4          10          9
Vardas3171             Pavarde3171          4          10          5          4          4
Vardas3172             Pavarde3172          9          5          1          7          10
Vardas3173             Pavarde3173          1          4          5          10          7
Vardas3174             Pavarde3174          10          10          9          9          8
Vardas3175             Pavarde3175          4          2          2          4          5
Vardas3176             Pavarde3176          4          10          2          10          1
Vardas3177             Pavarde3177          9          5          7          8          5
Vardas3178             Pavarde3178          6          1          2          9          4
Vardas3179             Pavarde3179          5          3          4          3          1
Vardas3180             Pavarde3180          2          10          3          6          10
Vardas3181             Pavarde3181          9          1          7          8          1
Vardas3182             Pavarde3182          6          5          8          5          2
Vardas3183             Pavarde3183          8          3          8          6          10
Vardas3184             Pavarde3184          9          3          2          1          6
Vardas3185             Pavarde3185          4          2          2          10          3
Vardas3186             Pavarde3186          7          1          6          9          9
Vardas3187             Pavarde3187          9          1          10          5          1
Vardas3188             Pavarde3188          5          9          1          2          6
Vardas3189             Pavarde3189          5          5          6          5          2
Vardas3190             Pavarde3190          6          1          10          1          10
Vardas3191             Pavarde3191          5          7          9          2          1
Vardas3192             Pavarde3192          2          7          10          3          6
Vardas3193             Pavarde3193          3          1          8          10          7
Vardas3194             Pavarde3194          7          2          3          9          3
Vardas3195             Pavarde3195          4          6          10          2          9
Vardas3196             Pavarde3196          10          1          2          8          5
Vardas3197             Pavarde3197          9          10          4          4          3
Vardas3198             Pavarde3198          10          2          6          3          3
Vardas3199             Pavarde3199          9          8          2          2          1
Vardas3200             Pavarde3200          3          10          3          6          7
Vardas3201             Pavarde3201          5          1          1          1          3
Vardas3202             Pavarde3202          1          6          1          7          4
Vardas3203             Pavarde3203          8          3          9          2          7
Vardas3204             Pavarde3204          8          8          8          5          5
Vardas3205             Pavarde3205          1          2          7          8          1
Vardas3206             Pavarde3206          7          2          2          7          3
Vardas3207             Pavarde3207          5          4          2          6          1
Vardas3208             Pavarde3208          3          10          9          4          2
Vardas3209             Pavarde3209          3          9          2          8          8
Vardas3210             Pavarde3210          6          9          6          10          10
Vardas3211             Pavarde3211          8          6          3          7          3
Vardas3212             Pavarde3212          9          3          7          8          2
Vardas3213             Pavarde3213          5          10          8          3          1
Vardas3214             Pavarde3214          1          4          2          1          7
Vardas3215             Pavarde3215          9          3          9          3          7
Vardas3216             Pavarde3216          2          6          5          10          7
Vardas3217             Pavarde3217          2          9          10          8          2
Vardas3218             Pavarde3218          8          9          8          6          4
Vardas3219             Pavarde3219          9          4          8          8          6
Vardas3220             Pavarde3220          5          10          8          3          1
Vardas3221             Pavarde3221          3          2          6          9          3
Vardas3222             Pavarde3222          5          2          3          10          7
Vardas3223             Pavarde3223          10          3          6          10          6
Vardas3224             Pavarde3224          10          10          3          6          2
Vardas3225             Pavarde3225          8          2          5          10          10
Vardas3226             Pavarde3226          10          1          6          5          9
Vardas3227             Pavarde3227          7          2          10          7          9
Vardas3228             Pavarde3228          9          2          2          3          10
Vardas3229             Pavarde3229          8          4          7          10          2
Vardas3230             Pavarde3230          2          6          7          10          5
Vardas3231             Pavarde3231          5          8          5          6          1
Vardas3232             Pavarde3232          4          5          9          8          7
Vardas3233             Pavarde3233          9          3          8          10          9
Vardas3234             Pavarde3234          6          2          7          7          10
Vardas3235             Pavarde3235          10          7          3          8          3
Vardas3236             Pavarde3236          6          4          8          5          8
Vardas3237             Pavarde3237          9          7          5          2          9
Vardas3238             Pavarde3238          7          6          1          3          6
Vardas3239             Pavarde3239          3          7          10          7          10
Vardas3240             Pavarde3240          3          1          4          2          4
Vardas3241             Pavarde3241          2          3          6          9          5
Vardas3242             Pavarde3242          1          9          3          10          4
Vardas3243             Pavarde3243          10          2          10          8          1
Vardas3244             Pavarde3244          6          10          8          9          9
Vardas3245             Pavarde3245          7          2          7          6          3
Vardas3246             Pavarde3246          8          6          3          9          7
Vardas3247             Pavarde3247          7          8          8          7          5
Vardas3248             Pavarde3248          6          5          4          6          1
Vardas3249             Pavarde3249          10          5          1          2          4
Vardas3250             Pavarde3250          10          4          1          6          10
Vardas3251             Pavarde3251          1          10          10          7          1
Vardas3252             Pavarde3252          5          10          5          7          3
Vardas3253             Pavarde3253          6          3          8          4          6
Vardas3254             Pavarde3254          5          4          3          5          1
Vardas3255             Pavarde3255          1          2          10          10          5
Vardas3256             Pavarde3256          5          8          6          8          2
Vardas3257             Pavarde3257          8          6          7          6          2
Vardas3258             Pavarde3258          3          4          1          8          10
Vardas3259             Pavarde3259          2          7          10          1          2
Vardas3260             Pavarde3260          1          9          10          10          10
Vardas3261             Pavarde3261          1          10          6          4          1
Vardas3262             Pavarde3262          2          2          7          7          4
Vardas3263             Pavarde3263          4          1          3          7          8
Vardas3264             Pavarde3264          10          9          1          9          5
Vardas3265             Pavarde3265          9          3          1          3          3
Vardas3266             Pavarde3266          6          10          9          6          9
Vardas3267             Pavarde3267          4          8          7          3          1
Vardas3268             Pavarde3268          6          10          2          6          1
Vardas3269             Pavarde3269          1          10          9          2          5
Vardas3270             Pavarde3270          2          6          5          2          9
Vardas3271             Pavarde3271          1          6          3          6          8
Vardas3272             Pavarde3272          8          8          9          8          6
Vardas3273             Pavarde3273          1          4          9          3          3
Vardas3274             Pavarde3274          1          8          1          6          7
Vardas3275             Pavarde3275          3          9          3          3          5
Vardas3276             Pavarde3276          9          4          2          6          10
Vardas3277             Pavarde3277          8          5          3          7          2
Vardas3278             Pavarde3278          7          8          3          7          7
Vardas3279             Pavarde3279          8          8          7          3          8
Vardas3280             Pavarde3280          10          3          10          6          8
Vardas3281             Pavarde3281          4          4          2          9          1
Vardas3282             Pavarde3282          1          5          9          10          6
Vardas3283             Pavarde3283          4          5          7          6          6
Vardas3284             Pavarde3284          3          8          1          10          8
Vardas3285             Pavarde3285          10          8          8          6          8
Vardas3286             Pavarde3286          4          10          4          2          7
Vardas3287             Pavarde3287          4          4          1          8          9
Vardas3288             Pavarde3288          1          4          10          4          9
Vardas3289             Pavarde3289          4          7          10          4          3
Vardas3290             Pavarde3290          8          2          6          2          1
Vardas3291             Pavarde3291          1          8          9          6          1
Vardas3292             Pavarde3292          9          4          4          3          2
Vardas3293             Pavarde3293          1          2          9          10          5
Vardas3294             Pavarde3294          1          8          4          2          5
Vardas3295             Pavarde3295          8          5          2          9          3
Vardas3296             Pavarde3296          7          9          9          4          1
Vardas3297             Pavarde3297          9          8          9          7          9
Vardas3298             Pavarde3298          9          8          3          1          3
Vardas3299             Pavarde3299          4          3          5          5          6
Vardas3300             Pavarde3300          9          9          9          1          6
Vardas3301             Pavarde3301          7          5          5          3          7
Vardas3302             Pavarde3302          9          3          5          2          10
Vardas3303             Pavarde3303          9          10          5          2          1
Vardas3304             Pavarde3304          3          8          1          5          5
Vardas3305             Pavarde3305          1          2          7          6          8
Vardas3306             Pavarde3306          3          10          3          10          7
Vardas3307             Pavarde3307          8          1          10          3          6
Vardas3308             Pavarde3308          9          10          7          2          8
Vardas3309             Pavarde3309          7          2          2          3          1
Vardas3310             Pavarde3310          9          1          5          1          10
Vardas3311             Pavarde3311          10          10          4          1          8
Vardas3312             Pavarde3312          10          1          2          2          7
Vardas3313             Pavarde3313          8          2          10          5          4
Vardas3314             Pavarde3314          6          9          6          9          3
Vardas3315             Pavarde3315          4          10          10          4          7
Vardas3316             Pavarde3316          3          6          4          4          8
Vardas3317             Pavarde3317          9          3          3          1          5
Vardas3318             Pavarde3318          3          2          6          4          8
Vardas3319             Pavarde3319          2          4          7          1          8
Vardas3320             Pavarde3320          10          2          5          6          10
Vardas3321             Pavarde3321          4          7          8          1          5
Vardas3322             Pavarde3322          1          5          8          1          3
Vardas3323             Pavarde3323          9          8          8          1          7
Vardas3324             Pavarde3324          9          1          9          4          8
Vardas3325             Pavarde3325          3          6          5          1          2
Vardas3326             Pavarde3326          7          10          3          2          3
Vardas3327             Pavarde3327          10          3          5          8          10
Vardas3328             Pavarde3328          9          10          10          5          9
Vardas3329             Pavarde3329          2          5          8          5          9
Vardas3330             Pavarde3330          8          8          9          6          5
Vardas3331             Pavarde3331          3          8          10          1          2
Vardas3332             Pavarde3332          4          6          7          1          7
Vardas3333             Pavarde3333          4          2          5          2          7
Vardas3334             Pavarde3334          3          9          9          2          6
Vardas3335             Pavarde3335          3          3          9          6          6
Vardas3336             Pavarde3336          1          4          9          6          7
Vardas3337             Pavarde3337          9          6          3          7          8
Vardas3338             Pavarde3338          7          10          10          5          5
Vardas3339             Pavarde3339          9          1          7          9          9
Vardas3340             Pavarde3340          1          3          7          5          1
Vardas3341             Pavarde3341          8          3          5          1          5
Vardas3342             Pavarde3342          8          3          10          9          1
Vardas3343             Pavarde3343          8          1          3          10          5
Vardas3344             Pavarde3344          7          10          6          9          8
Vardas3345             Pavarde3345          10          2          6          8          8
Vardas3346             Pavarde3346          9          4          7          8          4
Vardas3347             Pavarde3347          3          2          1          6          6
Vardas3348             Pavarde3348          5          10          3          4          4
Vardas3349             Pavarde3349          10          8          4          6          1
Vardas3350             Pavarde3350          4          2          1          7          2
Vardas3351             Pavarde3351          6          7          5          1          5
Vardas3352             Pavarde3352          3          5          8          2          7
Vardas3353             Pavarde3353          1          8          3          3          3
Vardas3354             Pavarde3354          1          7          9          1          5
Vardas3355             Pavarde3355          5          4          7          3          10
Vardas3356             Pavarde3356          4          9          7          6          6
Vardas3357             Pavarde3357          8          7          2          6          1
Vardas3358             Pavarde3358          4          4          4          8          10
Vardas3359             Pavarde3359          3          6          1          2          2
Vardas3360             Pavarde3360          1          6          9          4          2
Vardas3361             Pavarde3361          1          1          10          5          7
Vardas3362             Pavarde3362          2          10          1          4          3
Vardas3363             Pavarde3363          9          7          10          5          2
Vardas3364             Pavarde3364          8          7          4          3          5
Vardas3365             Pavarde3365          5          2          3          2          9
Vardas3366             Pavarde3366          10          9          1          1          3
Vardas3367             Pavarde3367          4          9          1          3          3
Vardas3368             Pavarde3368          5          3          5          9          3
Vardas3369             Pavarde3369          3          10          8          10          4
Vardas3370             Pavarde3370          2          2          1          8          3
Vardas3371             Pavarde3371          10          10          7          5          5
Vardas3372             Pavarde3372          8          9          3          1          10
Vardas3373             Pavarde3373          2          4          7          9          3
Vardas3374             Pavarde3374          3          7          5          8          7
Vardas3375             Pavarde3375          7          2          6          7          10
Vardas3376             Pavarde3376          2          3          9          6          9
Vardas3377             Pavarde3377          7          4          9          3          10
Vardas3378             Pavarde3378          10          2          2          2          3
Vardas3379             Pavarde3379          10          7          7          8          10
Vardas3380             Pavarde3380          10          4          3          6          5
Vardas3381             Pavarde3381          7          1          2          10          5
Vardas3382             Pavarde3382          2          7          10          9          9
Vardas3383             Pavarde3383          6          10          4          7          3
Vardas3384             Pavarde3384          1          7          10          1          1
Vardas3385             Pavarde3385          2          6          3          1          1
Vardas3386             Pavarde3386          1          9          2          1          4
Vardas3387             Pavarde3387          6          8          7          1          8
Vardas3388             Pavarde3388          9          5          5          10          10
Vardas3389             Pavarde3389          8          2          2          3          9
Vardas3390             Pavarde3390          7          9          2          2          2
Vardas3391             Pavarde3391          8          4          1          9          7
Vardas3392             Pavarde3392          8          8          3          5          1
Vardas3393             Pavarde3393          5          1          2          2          4
Vardas3394             Pavarde3394          9          6          1          3          1
Vardas3395             Pavarde3395          9          2          5          8          1
Vardas3396             Pavarde3396          3          3          2          3          9
Vardas3397             Pavarde3397          6          10          8          10          1
Vardas3398             Pavarde3398          10          1          1          8          3
Vardas3399             Pavarde3399          7          9          8          6          5
Vardas3400             Pavarde3400          7          5          9          10          10
Vardas3401             Pavarde3401          6          5          1          8          9
Vardas3402             Pavarde3402          4          10          9          5          10
Vardas3403             Pavarde3403          4          6          6          6          6
Vardas3404             Pavarde3404          7          4          1          1          3
Vardas3405             Pavarde3405          1          2          4          10          1
Vardas3406             Pavarde3406          3          3          9          7          6
Vardas3407             Pavarde3407          8          4          2          1          9
Vardas3408             Pavarde3408          9          7          2          1          10
Vardas3409             Pavarde3409          3          9          9          4          5
Vardas3410             Pavarde3410          5          8          7          3          8
Vardas3411             Pavarde3411          3          3          7          5          2
Vardas3412             Pavarde3412          5          3          10          5          2
Vardas3413             Pavarde3413          3          7          3          5          7
Vardas3414             Pavarde3414          10          5          5          5          1
Vardas3415             Pavarde3415          10          4          2          2          4
Vardas3416             Pavarde3416          3          2          8          5          9
Vardas3417             Pavarde3417          10          4          4          8          6
Vardas3418             Pavarde3418          5          7          6          6          2
Vardas3419             Pavarde3419          8          10          7          10          8
Vardas3420             Pavarde3420          5          3          8          5          7
Vardas3421             Pavarde3421          6          6          8          7          5
Vardas3422             Pavarde3422          2          5          1          3          10
Vardas3423             Pavarde3423          9          8          7          1          2
Vardas3424             Pavarde3424          7          4          4          4          10
Vardas3425             Pavarde3425          3          3          7          6          4
Vardas3426             Pavarde3426          6          4          2          2          4
Vardas3427             Pavarde3427          2          7          8          6          9
Vardas3428             Pavarde3428          1          3          8          2          3
Vardas3429             Pavarde3429          7          3          5          7          8
Vardas3430             Pavarde3430          8          7          9          4          8
Vardas3431             Pavarde3431          4          7          6          4          3
Vardas3432             Pavarde3432          1          5          9          1          5
Vardas3433             Pavarde3433          6          1          1          5          5
Vardas3434             Pavarde3434          5          6          1          4          6
Vardas3435             Pavarde3435          1          1          9          3          7
Vardas3436             Pavarde3436          4          1          4          1          10
Vardas3437             Pavarde3437          8          6          3          6          7
Vardas3438             Pavarde3438          10          10          1          3          5
Vardas3439             Pavarde3439          1          10          5          4          4
